Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,ref
Birbal Trilogy Case 1: Finding Vajramuni,MG Srinivas,"MG Srinivas, Rukmini Vasanth, Sujay Shastry, Vineeth Kumar, Madhusudhan Rao",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[14]
Lock,Parashuraam,"Abhilash, Soundarya Ramesh, Shashikumar, Sharath Lohitashwa, Avinash",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[15]
Missed Call,Thimmampalli Chandru,"Rajkiran, Arpitha, Mamatha Rahuth, Kishore",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[16]
Seetharama Kalyana,A. Harsha,"Nikhil Gowda, Rachita Ram, R. Sarathkumar, Madhoo, P. Ravishankar, Sanjay Kapoor, Bhagyashree Patwardhan, Chikkanna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[17]
Supplementary,S. Devaraj,"Mahendra Munnoth, Kush Biradar, Shraddha Bhatt, Mandya Chandru",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[18]
Anukta,Ashwath Samuel,"Sampath Raj, Anu Prabhakar, Sangeetha Bhat, Karthik Attavar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[19]
Attaiya Vs Handi Kayolu,Lokendra Surya,"Arjun Krishna, Ruthu Chaithra, Lokendra Surya, A. Mahadeviah, Mandya Mahadev",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[19]
Bazaar,Suni,"Dhanveer Gowda, Aditi Prabhudeva, Sharath Lohitashwa, Sadhu Kokila",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[20]
Bhootha Kaala,Sachin Baada,"Anand Ganesh, Rakshita Bangera, Ananya Bhat, Srinivas Prabhu, Tennis Krishna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[21]
Mataash,S. D. Arvind,"Samarth Narasimharaju, Aishwarya Sindhogi, Ganesh Raj, Rajani Bharadwaj, V. Manohar, Siddhanth Sundar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[22]
Trayodasha,S. S. Umeshh,"Deepu, Chaitra, Archana, Ramesh Bhat",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[23]
Natasaarvabhowma,Pawan Wadeyar,"Puneeth Rajkumar, Rachita Ram, Anupama Parameswaran, B. Saroja Devi, Chikkanna, Sadhu Kokila",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[24]
Sarvagna Mattomme Hutti Baa,Shivakumar,"Ramesh Bhat, Pavitra Lokesh, Srinivasa Murthy, Ramakrishna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[25]
Bell Bottom,Jayatheertha,"Rishab Shetty, Hariprriya, Achyuth Kumar, Yogaraj Bhat, Pramod Shetty",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[26]
Chemistry of Kariyappa,Kumaar,"Tabla Nani, Suchendra Prasad, Sanjana, Chandan Achar, Rockline Sudhakar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[27]
Gahana,Preth Hassan,"Adhitya Shetty, Sharanya Gowda, Inchara Bheemaiah, Ranjini",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[28]
Chambal,Jacob Varghese,"Sathish Ninasam, Sonu Gowda, Kishore, Roger Narayan",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[29]
Kaddu Mucchi,Vasanth Raj,"Vijay Suriya, Meghashree, Chikkanna, Doddanna, Suchendra Prasad, B. V. Radha",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[30]
Kalbettada Darodekoraru,Deepak Madhuvanahalli,"Nataraj Bhat, Hemanth Sushil, Shwetha R. Prasad",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[31]
Striker,Pawan Trivikram,"Praveen Tej, Shilpa Manjunath, Saurav Lokesh, Ashok Raj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[32]
Yaarige Yaaruntu,Pawan Trivikram,"Orata Prashanth, Lekha Chandra, Kruttika Ravindra, Adithi Rao",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[33]
Yajamana,Pon Kumaran V. Harikrishna,"Darshan, Rashmika Mandanna, Tanya Hope, Dhananjay, P. Ravishankar, Thakur Anoop Singh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[34]
Ammana Mane,Nikhil Manjoo,"Raghavendra Rajkumar, Rohini Nagesh, Sheetal, Suchendra Prasad, Tabla Nani, Nikhil Manjoo",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[36]
Gosi Gang,Raju Devasandra,"Ajay Karthik, Yathiraj Jaggesh, Anusha Rai, Monica",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[37]
Ibbaru B.Tech Students Journey,Vemuganti,"Krrishna, Kiran Chatvani, Saikumar, Bullet Prakash, Ravi Kiran",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[38]
Madve,Hindu Krishna,"Manju Mardhav, Arohi Gowda, Arya, Paramesh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[39]
Ondh Kathe Hella,Girish G.,"Thandav Ram, Priyanka Mohan, Shakti Somanna, Pratheek, Thara Sadashivaiah, Sowmya Ramakanth",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[40]
Arabbi Kadala Theeradalli,V. Umakanth,"Krishne Gowda, Vaishnavi Bhat, Ranjitha",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[41]
DK Bose,Sandeep Mahantesh,"Bhojaraj Vamanjoor, Risha Nijagun, Prithvi Ambar, Raghu Pandeshwar, Shobhraj Pavoor",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[42]
Face 2 Face,Sandeep Janardhan,"Rohith Bhanuprakash, Divya Uruduga, Suchendra Prasad, Veena Sundar, Purvi Joshi, Aaryan Achukatla",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[43]
Girgitle,Ravi Kiran,"Pradeep Raj, Chandru, Guru, Rangayana Raghu, Vaishnavi Gowda, Advithi Shetty",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[44]
Naanu Nammudugi Kharchgond Mafia,Amar Saalva,"Shyam Sundar, Amar Saalva, Ashwini, Shraddha Benagi",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[45]
Adachanegagi Kshamisi,Bharath S. Navunda,"S. Pradeep Varma, Srinivas Prabhu, K. S. Sridhar, Abhimanyu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[46]
Badri v/s Madhumathi,Shankar Narayana Reddy,"Prathapawan, Akanksha Gandhi, Aravind Bolar, Jahagir, Jatthi, Kempegowda",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[47]
Chanaksha,Mahesh Chinmai,"Dharma Keerthiraj, Archana Rao, Vinod Alva, Shobhraj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[48]
Missing Boy,Raghuram,"Gurunandan, Archana Jayakrishnan, Rangayana Raghu, Ravishankar Gowda, Jai Jagadish, Vijayalakshmi Singh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[49]
Rajannana Maga,Kolar Seenu,"Harish Jalgare, Akshatha Sreedhar Sastry, Charan Raj, Rajesh Nataranga, Sharath Lohitashwa",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[50]
Udgharsha,Sunil Kumar Desai,"Thakur Anoop Singh, Sai Dhanshika, Tanya Hope, Kabir Duhan Singh, Kishore, Shraddha Das, Harshika Poonacha, Vamsi Krishna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[51]
Dharmapura,Hemanth Naik,"Ramesh Paltya, Amrutha V. Raj, Rani Padmaja Chauhan",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[52]
Gandhada Kudi,Santhosh Shetty Kateel,"Nidhi Sanjeeva Shetty, Shivadwaj Shetty, Ramesh Bhat, Jyothi Rai, Keisha Pai, Ashlin, Pranathi, Vignesh, Shreesha",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[53]
Hanigalu Enano Helalu Horative,Nagaraj B. H.,"Nagaraj B. H., Nagesh, Pallavi Chandra, Arun, Shivalinge Gowda, Madhu, Basavaraj, Jeevan, Abhishekh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[54]
Londonalli Lambodhara,Raj Surya,"Santhu Swindon, Shruti Prakash, Sampath Raj, Achyuth Kumar, Sadhu Kokila, Sudha Belawadi",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[55]
Panchatantra,Yogaraj Bhat,"Vihan Gowda, Sonal Monteiro, Rangayana Raghu, Akshara Gowda, Deepak Shetty",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[56]
Ranaranaka,Sudhakar Bananje,"Shashi Raj, Siddhu Moolimani, Sambrama Gowda, Tennis Krishna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[57]
Ravi History,Madhu Chandra,"Karthik Chandra, Pallavi Raju, Aishwarya Rao, Bala Rajwadi",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[58]
Rugged,Mahesh Gowda,"Vinod Prabhakar, Chaitra Reddy",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[59]
Yada Yada Hi Dharmasya,Viraj,"Vijay Raghavendra, Prajwal Devaraj, Shravya Rao, Saikumar, Sadhu Kokila, Padma Vasanthi, Mamatha Rahuth",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[60]
Gowdru Cycle,Prashanth K. Yallampalli,"Shashikanth, Bimbashree Ninasam",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[61]
Kavacha,G. V. R. Vasu,"Shiva Rajkumar, Kruthika Jayakumar, Isha Koppikar, Vasishta N. Simha, Jayaprakash, Ravi Kale",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[62]
Jai Kesari Nandana,Shridhar Javoor,"Gururaj Hosakote, Raju Thalikote, Praveen Patri, Amrutha R. G.",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[62]
Kavaludaari,Hemanth Rao,"Rishi, Ananth Nag, Roshni Prakash, Suman Ranganathan, Achyuth Kumar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[63]
Night Out,Rakesh Adiga,"Bharath, Shruthi Goradia, Akshay Pavar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[64]
Virupaa,Punik Shetty,"H. Vishunath, Manjunath, Prapthi Ratheesh, Charan, Aniketh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[65]
Padde Huli,Guru Deshpande,"Shreyas Manju, Nishvika Naidu, V. Ravichandran, Rakshit Shetty, Chikkanna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[66]
Payanigaru,Raj Gopi,"Laxman Shivashankar, Ashwin Hasan, Raghavendra Naik, Nagaraj Rao",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[67]
Punarvasu Nakshathra Mithuna Rashi,Vijay Karthik,"Vijay Karthik, Anusha Pakali, Ashwini",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[68]
Thrayambakam,Dayal Padmanabhan,"Raghavendra Rajkumar, Anupama Gowda, RJ Rohith",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[69]
Janumada Snehitharu,Parashuram Navalli,"Shaikh Mukthiyar, Rohith Shetti, Angaarika",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[70]
Mahakavya,Sri Darshan,"Vallabha Suri, Rashmi Prabhakar, Sri Darshan, Ananthavelu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[71]
Premier Padmini,Ramesh Indira,"Jaggesh, Pramod, Sudharani, Madhoo, Hitha Chandrashekar, H. G. Dattatreya, Vivek Simha",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[72]
99,Preetham Gubbi,"Ganesh, Bhavana, Ravishankar Gowda",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[73]
Gara,K. R. Muralikrishna,"Rahman Hassan, Pradeep Aryan, Avanthika Mohan, Neha Patil, Johnny Lever, Sadhu Kokila",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[75]
Loafers,Mohan Shankar,"Chethan Surya, Arjun Arya, Vihana Tej, Manu, Saakshi, Kempegowda, Sushma Raj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[76]
Ombathane Adbhutha,Santhosh Kumar Batagere,"Santhosh Kumar Batagere, Nayana Sai, Century Gowda, Raghu Pandeshwar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[77]
Anushka,Devaraj Kumar,"Amrutha, Rupesh Shetty, Adi Lokesh, Sadhu Kokila",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[78]
Jakanachari Avana Thamma Shuklachari,Raja Ravi Verma,"Girish Jatti, Muni, Ninasam Ashwath, Vinay Surya, Kiran, Moogu Suresh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[79]
Khanana,Raadha,"Aryavardhan, Karishma Barua, Yuva Kishore, Avinash, Vinaya Prasad, Om Prakash Rao, Bank Janardhan",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[80]
Soojidaara,Mounesh Badiger,"Hariprriya, Yashwanth Shetty, Suchendra Prasad, Achyuth Kumar, Shreya Anchan, Chaitra Kotoor",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[81]
Traya,Krishna Sai,"Samyukta Hornad, Amogha Rahul, Madan, Shankar, Krishna Hebbale, Rajani Bharadwaj, Tennis Krishna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[82]
Howla Howla,Somnath P. Patil,"Amit, Aarthi Kulkarni, Vijay Chendoor, Prithvi Patil, Shobharaj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[83]
Kaarmoda Saridu,Uday Kumar P. S.,"Manju Rajanna, Adhvithi Shetty, Divya, Sridhar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[84]
Mooka Vismitha,Gurudutt Sreekanth,"Gurudutt Sreekanth, Shubha Raksha, Sandeep Malani, Chandra Keerthi, Vanishree Bhatt",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[85]
Ratnamanjarii,Prasiddh,"Raj Charan, Akhila Prakash, Pallavi Raju, Shraddha Salian, Jai Mohan, Raju Vaidhya",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[86]
D/O Parvathamma,Shankar. J,"Hariprriya, Suraj Gowda, Sumalatha, Prabhu Mundkur",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[87]
Digbhayam,Amith,"Amith, Kavitha Bisht, Monisha Gowda, Hamsa Gowda",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[88]
Putani Power,M. Gajendra,"Mahendra Munoth, Aradhana Bhat, Doddarange Gowda, Harini, Preethi Raj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[89]
Race,Hemanth Krishna,"Diwakar, Santhosh, Nakul Govind, Raksha Shenoy",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[90]
Weekend,Sringeri Suresh,"Milind, Sanjana Burli, Ananth Nag, Gopinath Bhat, Neenasam Raghu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[91]
Amar,Nagashekar,"Abhishek Gowda, Tanya Hope, Devaraj, Sadhu Kokila, Sudharani, Chikkanna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[92]
Kamarottu Checkpost,A. Paramesh,"Sanath, Uthpal Gowda, Swathi Konde, Ahalya Suresh, Gaddappa",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[93]
Omme Nishabda Omme Yuddha,Sree Nag,"Prabhu Mundkar, Samyuktha Hegde, Ramakrishna, Chandrashekar, Aravind Rao",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[94]
Suvarna Sundari,Surya MSN,"Poorna, Sakshi Chaudhary, Jayapradha, Saikumar, Avinash, Kota Srinivasa Rao",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[96]
Keerthigobba-2,Prathap M,"Partha, Sanjay, Siddhu, Soumya, Radha, Shwetha",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[97]
Majjige Huli,Ravindra Kotaki,"Deekshith Venkatesh, Roopika, Manasa, Suchendra Prasad, Mohan Juneja, Ramesh Bhat",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[98]
Hangover,Vittal Bhat,"Bharath, Mahathi Bhikshu, Nandhini Nataraj, Shahan Ponnamma, Shafi",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[99]
I Love You,R. Chandru,"Upendra, Rachita Ram, Sonu Gowda, Brahmanandam",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[100]
Vijayadwaja,Srinath Vasishta,"Naveen Ragappa, Nagesh Yadav",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[101]
Haftha,Prakash Hebbala,"Vardhan Thirthahalli, Bimbashree Ninasam, Raghava Nag, Soumya Theethira",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[102]
Krishna Garments,Siddu Poornachandra,"Bhaskar Ninasam, Chandu Gowda, Rashmita, Rajesh Nataranga, Vardhan Thirthahalli",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[103]
Saarvajanikaralli Vinanthi,Krupasagar T. N.,"Madan Raj, Amrutha, Ramesh Pandit, Mandya Ramesh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[104]
Arishadvarga,Arvindh Kamath,"Avinash, Samyukta Hornad",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,
One Way – Hogbahudu Barangilla,Rushi,"Kiran Raj, Robinson, Raj Bahaddur, Shilpa, Rajesh R, Rekha",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[105]
Rustum,Ravi Varma,"Shiva Rajkumar, Vivek Oberoi, Shraddha Srinath, Mayuri Kyatari, Rachita Ram, Harish Uthaman",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[106]
Samayada Hinde Savari,Rajguru Hoskote,"Rahul Hegde, Prakruthi, Kiran Vatti, Ranjith Shetty",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[107]
,,,2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,
Devaki,Lohith. H,"Priyanka Upendra, Kishore, Sanjeev Jaiswal, Aishwarya Upendra",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[108]
Dheera Kannadiga,Balarama,"Master Chinmay, Anjanappa, Mandy Chandru",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[109]
Onti,Shree,"Arya N., Meghana Raj, Ninasam Ashwath, Sharath Lohitashwa, Girija Lokesh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[110]
Chitrakatha,Yashasvi Balaaditya,"Sujeeth Rathod, Sudharani, Dileep Raj, B. Jayashree, Tabla Nani",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[111]
Full Tight Pathe,S. L. G. Puttanna,"Surya, SLG Puttanna, Beeradra, T. Raju",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[112]
Inthi Nimma Bhaira,K. J. Chikku,"Aryan Venkatesh, Pragathi, Sunetra Pandit, Bangalore Nagesh, Sanju Basayya",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[113]
Operation Nakshatra,K. R. Madhusudhan,"Niranjan Wadayar, Aditi Prabhudeva, Yajna Shetty, Srinivas Prabhu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[114]
Yaanaa,Vijayalakshmi Singh,"Vaibhavi, Vainidhi, Vaisiri, Sumukha, Chakravarthi, Abhishek, Jai Jagadish, Ananth Nag, Suhasini Maniratnam, Chikkanna, Jai Jagadish, Ramakrishna, Rangayana Raghu, Sundar Raj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[115]
10ne Tharagathi,Mahesh Sindhuvalli,"Thejas Gurukar, Shivu Chawadi, Jagdeesh, Puttu, Mahadeva Murthy, Bhavya, Anjali Jan, Geetha,",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[116]
Aadi Lakshmi Puraana,V. Priya,"Nirup Bhandari, Radhika Pandit, Tara, Sowmya Jaganmoorthy, Joe Simon",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[117]
Dichki Design,Rana Chandu,"Rana Chandu, Nimika Rathnakar, Manohar Gowda, Ravi S Nenapininda, Prashanth",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[118]
Male Billu,Nagaraj Hiriyuru,"Sharath, Sanjana Anand",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[119]
Sinnga,Vijay Kiran,"Chiranjeevi Sarja, Aditi Prabhudeva, Tara, P. Ravishankar, Shivaraj K. R. Pete",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[120]
Dasharatha,M. S. Ramesh,"V. Ravichandran, Sonia Agarwal, Abhirami, Avinash, Rangayana Raghu, Meghashree",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[121]
Jerk,Mahantesh Madakari,"Sachin Siddhu, Asha Bhandari, Gaddappa, Krishna Raj, Bullet Prakash",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[122]
Mahira,Mahesh Gowda,"Raj B. Shetty, Virginia Rodrigues, Chaitra Achar, Balaji Manohar",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[123]
Nandanavanadol,Sandeep Shetty,"Santhosh Shetty, Bharath Rai, Kampana, Smitha, Pooja Sharan, Anand Yadwad",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[124]
Bekkigondu Mooguthi,Leslie,"Thilak Shekar, Sushma Raj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[125]
Bhanu Weds Bhoomi,J. K. Aadhi,"Nuthan Kannaiah, Rishitha Malnad, Rangayana Raghu, Shilpa Murthy, Shobharaj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[126]
Vajramukhi,Aditya Kunigal,"Neethu, Dilip Pai, Sanjana Naidu",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[127]
Ekate,Ramananda Mitra,"Bhooshan, Prapulla, Krishnappa",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[128]
Kempegowda 2,Shankar Gowda,"Komal Kumar, S. Sreesanth, Yogesh, Rashika Sharma",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[129]
Kurukshetra,Naganna,"Darshan, Ambareesh, V. Ravichandran, Arjun Sarja, Nikhil Gowda, Sneha, Sonu Sood, P. Ravishankar, Shashikumar, Meghana Raj, Danish Akhtar Saifi, Hariprriya, Bharathi Vishnuvardhan",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[130]
Gimmick,Naganna,"Ganesh, Ronica Singh, Chi. Guru Dutt, Shobaraj, Ravishankar Gowda, Sundar Raj",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[131]
Gubbi Mele Brahmastra,Sujay Shastry,"Raj B Shetty, Kavitha Gowda, Pramod Shetty, Girish Shivanna",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[132]
One Love 2 Story,Vasishta Bantanur,"Santhosh Manu, Madhu Nag Gowda, Prakruthi Vijaykumar, Vachana, Aadhya Aradhana",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[133]
Manassinata,R Ravindra,"Yamuna Srinidhi, Manjunath Hegde, H.G.Dattatreya, Master Harshith",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[134]
Fan,Darshith Bhat,"Aryan, Advithi Shetty, Sameeksha, Prasanna Shetty, Vijaya Kashi, Ravi Bhat, Mandya Ramesh",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[135]
Nanna Prakara,Vinay Balaji,"Priyamani, Kishore, Mayuri, Niranjan Deshpande, Arjun Yogi, Girija Lokesh, Pramod Chakravarthy",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[136]
Randhawa,Sunil Acharya,"Bhuvann Ponnannaa, Apoorva Srinivasan, Jahangir, Aravind Rau, Manjunath Hegde",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[137]
Udumba,Shivaraj,"Pavan Shourya, Chirashree Anchan, Irfan, Sharath Lohitashwa, Sanjana",2019,Kannada,https://en.wikipedia.org/wiki/List_of_Kannada_films_of_2019,,,,,[138]
