Title,Director,Cast,Year,Language,url,Producer,Genre,production,music,release,ref
Pudhiya Kaatru,Karvannan,"Murali, Meenatchi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Coverfield Creations,Rajesh,,
Puthu Paatu,Panchu Arunachalam,"Ramarajan, Suman Ranganathan",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Ilaiyaraaja Creations,Ilaiyaraaja,,
Sirayil Sila Raagangal,Rajendra Kumar,"Murali, Pallavi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Sri Lakshmi Vani Pictures,Ilaiyaraaja,,
Vellaiya Thevan,Manoj Kumar,"Ramki, Kanaka",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Eknaath Movie Creations,Ilaiyaraaja,,
Uchi Veyil,Jaya Sarathi,"Srividya, Uma, Delhi Ganesh",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Juvaala Productions,L. Vaidyanathan,,
Pudhu Pudhu Ragangal,Adhavan,"Anand Babu, Sithara",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Theivaanai Movies,S. A. Rajkumar,,
Vaigasi Poranthachu,Radha Bharathi,"Prashanth, Kaveri",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Anbalaya Films,Deva,,
Aatha Naan Pass Ayittaen,M. K. Sai Mohan,"Arjun, Malashri, Shantipriya",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Anitha Pictures,Vidyasagar,,
Aerikarai Poongaatre,M. N. Jai Sundar,"Liaquat Ali Khan, Devipriya, Rajeev, Pallavi",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Liyo Pictures,M. S. Viswanathan,,
Namma Ooru Poovatha,Manivasagam,"Murali, Gautami, Goundamani, Senthil",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Raja Pushpa Pictures,Deva,,
Sathya Vaakku,Arvindraj,"Prabhu, Shobana",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Commercial Art Creations,Manoj–Gyan,,
Thangaikku Oru Thalattu,K. S. Madhangan,"Arjun, Seetha",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Raghavendralaya Cine Creations,Shankar–Ganesh,,
Thai Maasam Poovaasam,Ameerjan,"Radha Ravi, Abdul Majeed, Devaki",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,B. R. R. Art Enterprises,V. R. Sampath Selvan,,
Nadigan,P. Vasu,"Sathyaraj, Kushboo, Goundamani",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Raj Films International,Ilaiyaraaja,,
Urudhi Mozhi,R. V. Udayakumar,"Prabhu, Sivakumar, Geetha, Santhini",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Yaathavaalayaa Productions,Ilaiyaraaja,,
Ethir Kaatru,Muktha S. Sundar,"Karthik, Kanaka",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Muktha Films,Ilaiyaraaja,,
Raja Kaiya Vacha,Suresh Krissna,"Prabhu, Gautami",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Ananthi Films,Ilaiyaraaja,,
Nee Sirithaal Deepavali,Malaysia Vasudevan,"Sivakumar, Sulakshana",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Usha Productions,Ilaiyaraaja,,
Pudhiya Sarithiram,K. N. Muruganandam,"Ramki, Ramya Krishnan",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Kalaignan Combines,Vidyasagar,,
Vaazhnthu Kaattuvom,R. Krishnamoorthy,"Ramki, Gautami",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Vivekananda Pictures,Shankar–Ganesh,,
Avanga Namma Ooru Ponnunga,Kaja Mohideen,"Vignesh, Viji",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Santhosha Cine Arts,Shankar–Ganesh,,
Engal Swamy Ayyappan,Dasarathan,"Dasarathan, Parthiban, Anand Babu, Dilip, Hari Raj",1990,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1990,,,Deepa Hari Films,Dasarathan,,
Gnana Paravai,Vietnam Veedu Sundaram,"Sivaji Ganesan, Harish Kumar, Sasikala, Manorama",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Yagava Productions,M. S. Viswanathan,,
Sami Potta Mudichu,R. Sundarrajan,"Murali, Sindhu",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Amma Creations,Ilaiyaraaja,,
Sigaram,Ananthu,"S. P. Balasubrahmanyam, Rekha, Radha, Anand Babu, Ramya Krishnan",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kavithalayaa Productions,S. P. Balasubrahmanyam,,
Vaa Arugil Vaa,Kalaivanan Kannadasan,"Raja, Vaishnavi, Ramya Krishnan",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Chozha Cine Arts,Chanakya,,
Eeramana Rojave,K. R.,"Shiva, Mohini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,K. R Enterprises,Ilaiyaraaja,,
Dharma Durai,Rajasekhar,"Rajinikanth, Gautami, Nizhalgal Ravi",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Raasikala Mandhir International,Ilaiyaraaja,,
Kumbakarai Thangaiah,Gangai Amaran,"Prabhu, Kanaka",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Murugan Cine Arts,Ilaiyaraaja,,
Naadu Adhai Naadu,Ramathilaga Rajan,"Ramarajan, Rupini, Goundamani, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Meena Movies,Deva,,
Perum Pulli,Vikraman,"Babu, Suman Ranganathan",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Super Good Films,S. A. Rajkumar,,
Thaiyalkaran,S. P. Muthuraman,"Parthiban, Aishwarya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kalaippuli International,S. P. Balasubrahmanyam,,
Theechati Govindhan,Sasi Mohan,"Thyagarajan, Gautami",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sri Rajeshwari Creations,Sangeetha Rajan,,
Thai Poosam,Rama Narayanan,"Nassar, Bhanupriya, Shamili",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sri Thenaandal Films,Shankar–Ganesh,,
Vanakkam Vathiyare,Ameerjan,"Karthik, Saranya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,P. S. V. Pictures,Sambath Selvan,,
Namma Ooru Mariamma,K. Rajan,"Nizhalgal Ravi, Vaidehi, R. Sarathkumar",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Ganesh Cine Arts,Shankar–Ganesh,,
Nanbargal,Shoba Chandrasekhar,"Neeraj, Mamta Kulkarni",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,V. V. Creations,Babul Bose,,
Sir... I Love You,G. N. Rangarajan,"Sivakumar, Lakshmi",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Jagan Mohini Movies,Ilaiyaraaja,,
Aasai Kiliye Kobama,T. K. Prasad,"Balachander, Devi",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Art Land Movies,S. A. Rajkumar,,
Irumbu Pookkal,G. M. Kumar,"Karthik, Pallavi, Rekha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Pushpalayaam Movies,"M. S. Viswanathan, Ilaiyaraaja",,
Naan Pudicha Mappillai,V. Sekhar,"Nizhalgal Ravi, Saranya, Aishwarya, Goundamani, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Jayalakshmi Movie Combines,Chandrabose,,
Chithirai Pookkal,Kanmani Subbu,"Jayanthkumar, Vinodhini, R. Sarathkumar",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Naachiyaar Movies,M. S. Murali,,
Annan Kaatiya Vazhi,K. S. Madhangan,"Ramarajan, Seetha, Rupini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,East Gold Films,S. A. Rajkumar,,
Mookuthi Poomeley,Sangaman,"Soundarrajan, Kalairanjani",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Best Cine Films,V. S. Narasimhan,,
Pudhu Nellu Pudhu Naathu,Bharathiraja,"Rahul, Sukanya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Mookambigai Art Creations,Ilaiyaraaja,,
Uruvam,G. M. Kumar,"Mohan, Pallavi, Jayamala",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Prathik Pictures,Ilaiyaraaja,,
Vetri Karangal,R. Krishnamoorthy,"Prabhu, Prem Menon, Rupini, Sadhana",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,A Lotus Film Company,Ilaiyaraaja,,
Vetri Padigal,Manobala,"Ramki, Nirosha, R. Sarathkumar",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Chithramahal and S. D. Enterprises,Ilaiyaraaja,,
Apoorva Naagam,Chozharajan,"Nizhalgal Ravi, Gautami, Srividya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,V. K. Films,Shankar–Ganesh,,
Gopura Vasalile,Priyadarshan,"Karthik, Bhanupriya, Suchithra",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Arul Nithi Films,Ilaiyaraaja,,
Pudhu Manithan,Manivannan,"Sathyaraj, Bhanupriya, Goundamani",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sathya Movies,Deva,,
Thanga Thamaraigal,V. Azhagappan,"Arjun, Rupini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Gangai Film Circuit,Ilaiyaraaja,,
Chinna Thambi,P. Vasu,"Prabhu, Khushbu, Goundamani",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Malar Combines,Ilaiyaraaja,,
En Rasavin Manasile,Kasthuri Raja,"Rajkiran, Meena, Saradha Preetha, Goundamani, Senthil, Vadivelu",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Redsun Art Creations,Ilaiyaraaja,,
Adhikari,P. Vasu,"C. Arunpandian, Gautami",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Jayanthi Films,Gangai Amaran,,
Captain Prabhakaran,R. K. Selvamani,"Vijayakanth, R. Sarathkumar, Rupini, Ramya Krishnan",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,I. V. Cine Productions,Ilaiyaraaja,,
Enga Ooru Sippai,K. Manimurugan,"Arjun, Sri Bhanu",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Madurai J. C. Films,S. A. Rajkumar,,
Nattai Thirudathey,N. Sendhilnathan,"Janagaraj, Sumithra",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Lakshmi Productions,S. A. Rajkumar,,
Pavunnu Pavunuthan,K. Bhagyaraj,"K. Bhagyaraj, Rohini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Eknaath Movie Creations,K. Bhagyaraj,,
Shanti Enathu Shanti,T. Rajendar,"T. Rajendar, Radha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Chimbu Cine Arts,T. Rajendar,,
Karpoora Mullai,Fazil,"Raja, Amala",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Ilaiyaraaja Creations,Ilaiyaraaja,,
Marikozhundhu,Pudhiyavan,"Ramesh Aravind, Aishwarya, Goundamani, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,A. K. M. Creations,Deva,,
Aatha Un Koyilile,Kasthuri Raja,"Selva, Kasthuri, Ravi Rahul",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Anbalaya Films,Deva,,
Nallathai Naadu Kekum,Jeppiaar,"Jeppiaar, Gautami, Rekha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Jepiyar Pictures,Shankar–Ganesh,,
Kaaval Nilayam,Senthilnathan,"R. Sarathkumar, Anandaraj, Gautami, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Vijayakumari Films,Shankar–Ganesh,,
Mill Thozhilali,A. Jagannathan,"Ramarajan, Aishwarya, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kavibharathy Creations,Deva,,
Idhaya Vaasal,Chandranath,"Ramesh Aravind, Meena, R. Sarathkumar, Goundamani, Vivek",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Vasanthalayaa Creations,Viji,,
Cheran Pandian,K. S. Ravikumar,"R. Sarathkumar, Vijayakumar, Manjula Vijayakumar, Anand Babu, Sreeja, Chithra, Goundamani, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Super Good Films,Soundaryan,,
Ennarukil Nee Irunthal,Sundar K. Vijayan,"Guru, Priyanka",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Thamizh Thaai Movies,Ilaiyaraaja,,
Mahamayi,Babubhai Mistry,"K. R. Vijaya, Shobana, Sridhar",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Malar Combines,K. V. Mahadevan,,
Manitha Jaathi,P. Kalaimani,"Sivakumar, Ramki, Nirosha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Everest Films,Ilaiyaraaja,,
Naan Pogum Paadhai,Vetri Vendhan,"Vetri Vendhan, Anju",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Thamizh Cine Arts,Devendran,,
Pudhiya Raagam,Jayachitra,"Jayachitra, Rahman, Raghuvaran",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Amresh Pictures,Ilaiyaraaja,,
Thambi Varuvanam,F. S. Mariyar,"Mohan Chandra, Ragha Devi",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Pidiling Productions,T. T. Sundarrajan,,
Sendhoora Devi,Rama Narayanan,"Vivek, Kanaka, Shamili",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sri Thenandal Films,Shankar–Ganesh,,
Thanthu Vitten Ennai,C. V. Sridhar,"Vikram, Rohini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Chithraalaya Movies,Ilaiyaraaja,,
Vigneshwar,R. Raghu,"Karthik, Khushbu, Geetha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Anbu Lakshmi Films,Sangeetha Rajan,,
Maanagara Kaaval,M. Thiyagarajan,"Vijayakanth, Suman Ranganathan",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,AVM Productions,Chandrabose,,
Vaaku Moolam,K. Subash,"Isari Ganesh, K. S. Jayalakshmi",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Thanuja Films,Shankar–Ganesh,,
Ayul Kaithi,K. Subash,"Prabhu, Revathi",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Ram Balaji Movies,Shankar–Ganesh,,
Archana IAS,A. Jagannathan,"Sithara, R. Sarathkumar, Siva",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Deivanai Movies,S. A. Rajkumar,,
Pondatti Pondattithan,Maniyan Sivabalan,"S. Ve. Shekher, Kadambari",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,VRJ Films,Gangai Amaran,,
Vaidehi Kalyanam,Manivasagam,"R. Sarathkumar, Rekha, Goundamani, Senthil, Ramarjun, Uthra",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Raja Pushpa Pictures,Deva,,
Malaicharal,Rajan,"Ramkumar, Seema",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Himalaya International,M. S. Murari,,
Mangalyam Thanthunane,Ravidasan,"K. Prabakaran, Vaishnavi, Ravi Rahul, Jeeva",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kokkintha Cine Arts,Deva,,
Veetla Eli Velila Puli,Venkat,"S. Ve. Shekher, Rupini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kausalya Pictures,Shankar–Ganesh,,
Azhagan,K. Balachander,"Mammootty, Bhanupriya, Geetha, Madhoo",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kavithalayaa Productions,Maragadha Mani,,
Anbu Sangili,B. Nithyaraj,"Anand Babu, Shamili",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sivasree Pictures,Ilayagangai,,
Idhaya Oonjal,C. K. Surendran,"Anand Babu, Meena, Nizhalgal Ravi, Rekha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Great Success Films,S. A. Rajkumar,,
Jenma Natchathram,Thakkali Srinivasan,"Pramodh, Sindhja, Nassar",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Thirai Gangai Films,"Premi, Srini",,
Oorellaam Un Paattu,Siraj,"Ramarajan, Aishwarya, Goundamani, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Aiyanaar Cine Arts,Ilaiyaraaja,,
Idhayam,Kathir,"Murali, Heera",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sathya Jyothi Films,Ilaiyaraaja,,
Naan Valartha Poove,Rajesh Khanna,"Gururajan, Rupini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Vijayalakshmi Movie Combines,Rajesh Khanna,,
Onnum Theriyatha Pappa,G. B. Thambi Durai,"Nizhalgal Ravi, Anand Babu, Raja, Silk Smitha, Sindhu, Meenakshi",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Poonkuyil Pictures,Shankar–Ganesh,,
MGR Nagaril,Alleppey Ashraf,"Anand Babu, Sukanya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Super Good Films,S. Balakrishnan,,
Manasara Vazhthungalen,G. Parthibaraman,"Ramkumar, Sivaranjani",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Gaja Nithi Films,S. A. Rajkumar,,
Nee Pathi Naan Pathi,Vasanth,"Rahman, Gautami, Heera",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kavithalayaa Productions,Maragadha Mani,,
Thambikku Oru Paattu,Ashok Kumar,"Rishi, Balambika, Silk Smitha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,H. V. S. Productions,Ilaiyaraaja,,
Vasanthakala Paravai,Pavithran,"R. Sarathkumar, Ramesh Aravind, Shali",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,A. R. S. Film International,Deva,,
Kizhakku Karai,P. Vasu,"Prabhu, Khushbu",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sree Rajakaaliamman Enterprises,Deva,,
Sirai Kadhavugal,T. R. Selvam,"Nizhalgal Ravi, Rekha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Cinemaalaya Film Circuit,V. Jayasekar,,
Sivaranjani,K. Rangaraj,"Aravind, Suchitra",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kala Chithra International,S. A. Rajkumar,,
Nattukku Oru Nallavan,V. Ravichandran,"Rajinikanth, Juhi Chawla, Khushbu, V. Ravichandran",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sree Eshwari Productions,Hamsalekha,,
Oyilattam,R. Sundarrajan,"Raghunath, Charmila",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Liyo International,Deva,,
Marupakkam,K. S. Sethumadhavan,"Sivakumar, Jayabharathi, Radha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,National Film Development Corporation,L. Vaidyanathan,,
Eeshwari,Rama Narayanan,"Nassar, Gautami, Anand Babu",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sri Sakthi Film Combines,Shankar–Ganesh,,
Oru Oomaiyin Raagam,C. Gurushankar,"C. Gurushankar, Mayuri",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,G. V. Cine Creations,Shankar–Ganesh,,
Vaasalil Oru Vennila,Cochin Haneefa,"Nizhalgal Ravi, Amala",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Murali Kala Manthir,Deva,,
Iyumbathilum Aasai Varum,P. Kalaimani,"Raja Raveendar, Surli Rajan, Sathyakala",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Mansoor Arts,Shankar–Ganesh,,
Bramma,K. Subash,"Sathyaraj, Khushbu, Bhanupriya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Raj Films International,Ilaiyaraaja,,
En Pottukku Sonthakkaran,Sekar Raja,"Ramki, Sasikala",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Kavithalayaa Productions,Deva,,
Gunaa,Santhana Bharathi,"Kamal Haasan, Roshini, Rekha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Swathi Chithra International,Ilaiyaraaja,,
Moondrezhuthil En Moochirukkum,Manobala,"Vijayakanth, Rupini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Seranaadu Movie Creations,Ilayagangai,,
Nenjamundu Nermaiyundu,E. Ramdoss,"Ramarajan, Rupini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Maila Films,S. A. Rajkumar,,
Pillai Paasam,Cochin Haneefa,"Sivakumar, Ramki, Sumithra, Rupini",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Poombukaar Productions,Ilaiyaraaja,,
Rudhra,Sasi Mohan,"K. Bhagyaraj, Gautami, Lakshmi",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sree Rajeshwari Creations,Gangai Amaran,,
Thalapathi,Mani Ratnam,"Rajinikanth, Mammootty, Shobana, Bhanupriya, Arvind Swamy, Geetha",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,GV Films,Ilaiyaraaja,,
Thalattu Ketkuthamma,Raj Kapoor,"Prabhu, Kanaka, Mounika, Goundamani, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sivaji Productions,Ilaiyaraaja,,
Putham Pudhu Payanam,K. S. Ravikumar,"Anand Babu, Chithra, Chinni Jayanth, Vivek",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Super Good Films,Soundaryan,,
Thangamana Thangachi,Senthilnathan,"R. Sarathkumar, Aamani",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Ganesh Cine Arts,Shankar–Ganesh,,
Vaidehi Vandhachu,Radha Bharathi,"Saravanan, Archana",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Santhini Combines,Deva,,
Anbulla Thangachikku,Chandranath,"Ramesh Aravind, Aishwarya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Anitha Arts,S. A. Rajkumar,,
Pondatti Sonna Kettukanum,V. Sekhar,"Chandrasekhar, Bhanupriya, Goundamani, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Jayalakshmi Movie Combines,Chandrabose,,
Paattondru Ketten,V. C. Guhanathan,"Rahman, Sithara",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Balasubramaniam & Company (AVM),Maragadha Mani,,
Aadi Viratham,Rama Narayanan,"Nizhalgal Ravi, Sithara",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Sri Thenaandal Films,Shankar–Ganesh,,
Thoothu Po Chellakkiliye,Kasthuri Raja,"Varunraj, Vaidehi, Shenbagam",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Anbalaya Films,Deva,,
Kurumbukkaran,Ameerjan,"Murali, Suman Ranganathan",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Ritham Combines,V. P. Sambath Selvam,,
Rasathi Varum Naal,Rafi,"Nizhalgal Ravi, Kasthuri",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Raja Durga Combines,Vijay Anand,,
Padhai Maariya Payanam,A. Balakrishnan,"Sanjay, Veena",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Libra Cine Arts,Ilaiyagangai,,
Ponnukku Sethi Vanthachu,G. P. Ravibabu,"Babu, Aishwarya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,C. N. B. Cine Creations,Shankar–Ganesh,,
Thambi Oorukku Pudhusa,R. Umashankar,"Anandaraj, Selva, Yuvarani, Goundamani, Senthil",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,M. P. S. Combines,Deva,,
Aval,J. V. Rukmangadhan,"Rajesh Kumar, Yogapriya",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,Liyo International,Yuvaraja,,
Thayamma,Gopi Bhimsingh,"Pandiyan, Anand Babu, Babu, Baby Radhu",1991,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1991,,,B. M. S. Cine Arts,Ilaiyaraaja,,
Amaran,K. Rajeshwar,"Karthik, Bhanupriya",1992,Tamil,https://en.wikipedia.org/wiki/List_of_Tamil_films_of_1992,,,Annalakshmi Films,,,
